t1,t2,t3,t4
10.8032405455335,10.310658739285,10.5050819622207,10.2074984718973
3.70374793084697,3.63160976260277,3.25,3.25
4.06714262831954,4.1137197457253,3.25,3.25
4.20217454291217,4.12221766056348,3.60263892804851,3.25
4.59547578872881,4.22586847037725,4.19290092381154,4.31005061068639
5.49069373742928,6.42531006257182,6.43861389715306,6.56457485927237
5.0564003434992,5.27208702312414,4.96093800569353,4.80846495256925
5.56264781416714,5.80883754938367,5.72761707213699,5.55677376352015
5.91105791432243,5.85416227611919,5.78509695220311,5.75454987256291
5.40644980869354,5.373803443717,5.41890113895696,5.24941510050619
5.99240266065582,6.65154883759783,6.95928435581896,7.10996583629796
4.24291963421001,3.25,3.25,3.25
7.95831504411914,7.64817373685377,7.51619417000326,7.55593582406657
8.03423075096717,7.61277853313163,7.90175226676935,7.62106292060281
3.25,4.06272435696472,4.27196599668579,3.9543041583192
7.46568356552368,6.89643589354748,6.81489169120157,6.9103355116847
9.39415870920515,9.08704097896223,8.7383261741407,8.93706989393561
5.20333545609525,4.37728952598304,4.27049734555809,4.57455127273743
5.10957307827221,4.09452960052173,4.06460975459041,4.20217454291217
3.67522054206164,4.7498743876211,4.32884196394675,4.06401757873207
3.88399210869361,4.01579306613809,3.85691780120596,3.78093057147001
5.51843865791251,6.8386720363553,6.94188521608582,6.68821776713538
3.27121372545338,3.25,3.25,3.25
8.57830192808748,8.66564092930024,8.64509722696726,8.82735141520624
7.2307233053678,6.45362839536901,6.25543902175382,6.00125953215966
3.89232725958892,3.98400563966149,3.88510716255903,4.0623713057919
9.23705143885631,9.37173937163282,9.54502901489634,9.42615886576611
11.7179972950482,11.7860972002876,11.8215196507104,11.7240356871577
11.7516884937221,11.6521400518199,11.6306149812812,11.5727269297015
8.77686471507883,8.62250122581521,8.0935323524119,8.89094940756421
3.25,5.03803001469414,5.39734886763286,5.29937879334096
5.63275465283583,5.58455285388965,5.62356248015677,5.6055386063958
4.4732472883452,4.33450772418993,4.39553169726367,4.20214888600579
5.63570834262305,5.52076323422339,5.35950182433886,5.37355954348437
3.62391636787087,3.25,3.25,3.25
4.13459185730403,5.02437662661591,4.92650252972362,5.03463904646872
4.41942658094239,5.23892538819073,4.99843986277425,4.79505774469319
4.96100892162587,4.82325763837206,4.82323296560836,4.82325763837206
5.68239838870895,5.70820461864153,5.54950561060717,5.7904507521338
3.37462928899119,3.25,3.25,3.25
3.54970113392172,3.35955590502046,3.26555375295463,3.25639255370121
5.71140492961323,5.50792888816828,5.30631110333366,5.49929446438269
4.60777124147689,4.67575495340035,4.46814982667339,4.60777124147689
6.24378832888374,6.09585549072457,6.07460673430621,6.04069419275577
3.25,3.30700660107597,3.84185685617387,3.25
3.25,3.52955251873898,3.3404197738791,3.25
8.31264138973943,7.75085255160915,7.8542246796177,8.23477844024341
8.19561758213063,7.59701660499271,7.68259150111991,7.98968812210082
8.32155101870571,7.85312035571021,7.92901266339097,8.22848031805568
3.96319250568064,3.25,3.25,3.25
5.62645797928527,5.38568978315643,5.34011855400604,5.40610243724181
3.85929091715139,3.64293133009787,3.44971886605343,3.34806790167318
3.75426705566854,3.69979933360407,3.69979933360407,3.61619830168041
3.39419084734829,3.36368797524763,3.25047639157089,3.25
3.25,3.58674193177364,3.25,3.25
4.35424687947615,4.11226886479318,3.87935677519111,4.1286342657177
8.19932219429678,8.13196266954807,8.13261843312058,8.2540839961253
4.54391380406314,4.61358789597042,4.50705827553308,4.26904516814671
3.44889621547088,3.32531823690292,3.61475022490588,3.60011777248908
7.7806823538369,5.19561264775629,5.55811528292682,5.33138398403621
5.19561264775629,5.25777175475152,5.15569791749301,5.14758195828934
4.00370772654936,3.73045010753956,3.87408835409937,3.78869716221663
4.77022752587606,4.89598678170676,4.76160961379122,4.79169273804157
4.99080251417958,4.96100892162587,5.08307428807372,5.06714842731982
5.76320716772047,5.55450401215564,5.62634369528719,5.62634369528719
3.45066463067844,3.67894183032617,3.25367969467298,3.25
5.77739006726687,5.64644182114397,5.65962596520208,5.65962596520208
5.67014034971364,5.51159871323575,5.67036662311375,5.49911825308698
4.72149346937364,4.63789243744998,4.74936048001486,4.54596771363339
3.25,3.25921069612071,3.25,3.25
5.47608072734555,6.69037577069656,6.58599404018844,6.679957212671
3.26379475576666,3.25,3.25,3.25
3.25,3.25,3.25,3.27864249301809
7.5718441393992,7.63291385133369,7.55281203003279,7.14096347790153
3.83443216695873,3.28798201253676,3.25262258205299,3.25
3.357380684909,3.25,3.25,3.25
3.82543998573571,3.75713018481674,3.69306543782487,3.86142016993338
4.40802560045563,4.27335360429941,4.27335360429941,4.16713651989568
10.3761738361473,9.99359540809663,9.70705673079125,9.73666560712847
3.4230767073667,3.25,3.25,3.25
10.3046886573243,3.25,3.25,3.25
7.88092413472644,3.25,3.25,3.25
11.4026865627835,11.4128468680567,11.3624004188014,11.5100629698808
3.97857742981232,4.18570951076611,3.61536286179858,3.96918816207767
5.13407125169682,5.1726572585271,5.01755741046515,5.04087900466302
4.77802528624877,4.91392978171733,4.78559472835635,4.78135278581913
11.1210241667249,10.6188823227699,10.8987677943306,10.8338383885677
9.8444486022674,8.67647451862103,9.16401910939141,9.770465332942
9.55881521886226,8.20729276330846,8.9560762082977,9.53604654967436
9.55985950078444,8.28855905141585,8.95388999894337,9.48982331600816
12.2634589838874,12.2727454560398,12.3000369668918,12.3207702124761
5.19561264775629,4.63789243744998,4.89955185991794,5.42497942743553
8.6691432513776,8.6992140584348,8.33080731354655,8.07840181432949
8.77979069064098,8.76124437678409,8.33604559165346,8.0401500355003
8.91314441939082,8.102742984616,8.04493008433904,8.03724784144292
8.19532393760264,7.45257909555608,7.34972536088202,7.30546396687801
6.56970525266529,3.25,3.25,3.25
3.92553918492763,3.6856489228505,3.63478947694311,3.6856489228505
7.01432523108931,7.0405278987149,7.06228075083233,7.06079209217936
9.95945578021811,10.5177155099005,10.5531296921949,10.5086152929687
6.8296770102275,5.52030706383568,5.7416814676605,5.9344301907058
10.4955704081864,10.2865263958442,10.5453805660101,10.4469765000889
6.15836503622736,5.54941477646443,5.83069101076837,5.54327175494747
9.25680969586169,9.36062047451448,9.69311375463092,9.63150057651837
6.51573138578948,5.93557716656836,5.77311972465108,5.78878044933505
3.25,3.37418313400447,3.30662737510484,4.43564292673967
4.7063372932145,4.12221766056348,3.85931846063889,4.46908902331923
11.7345440878425,11.4879267876819,11.4431956821585,11.3440155616965
10.0398132965044,10.002367112977,9.77351558783451,9.89217194751389
9.12681186491763,8.63164181626622,8.39788294287133,8.27732761273857
10.4508666255065,9.97695985120412,9.76201194023226,9.60625338710702
8.73580328527334,7.73783927444888,7.70602261006514,7.71574114409241
4.43273944763332,4.06765197188659,4.33850800263388,4.06417744141977
8.76018127126869,8.30610566353581,8.90582826817468,8.89113761266191
8.88381470147561,8.57643914311224,8.89719860720243,8.92430007608647
11.0087581505033,11.2836218506024,11.1755590437216,11.2133789636074
3.35793142614286,3.25,3.25,3.25
8.6869528778841,5.34022993203888,5.23724233028601,5.45263926334043
10.9151455788392,7.1191611854027,7.15836861385074,7.40751612812064
7.18750470523842,6.2091243193059,7.13943654461526,6.94651736132361
7.20600561463884,6.36038183810414,6.29272161213636,6.32093515282461
9.24515396024915,8.69588882809797,8.67801988611715,8.90894292356104
8.89819603809796,8.38021128489873,8.29428725094728,8.54948199622836
8.19467940283167,7.36050024178679,7.21756083460428,7.51105145131201
9.50304697544663,9.36344660852027,9.44402455658143,9.52090686090275
9.21256327844394,9.22400618085561,9.20370705856082,9.34128915694436
8.33096801133264,8.34192357481658,8.47362943035426,7.82574546609468
9.23052277487488,9.11291783186135,9.22710754985433,9.2903569696174
10.4191930625838,10.1266621310685,10.2895557864087,10.1003989753631
10.1894855242735,9.87509433325507,10.0535993067669,9.86031507895972
10.8089333423415,10.3822089842756,10.5098216346713,10.3131504116914
9.35592208214483,8.80769323896957,9.02717954790764,8.77819352791995
6.89808417795013,7.84983772240505,6.65522715350439,5.11464737664603
7.178271220047,8.07492673918678,6.79010028207119,5.35161585339157
3.55990820098198,3.47639282579914,3.36287542431351,3.25
10.2279627879456,9.86789141833988,10.0056694419167,9.59355428388937
10.2316538082588,9.84819533614544,10.0739300160638,9.62108618454516
8.17846456710773,7.84639581971449,8.03071251746281,7.77575335513119
7.90833907438195,7.50609445055704,7.78358560073287,7.53516084111404
6.50957432878721,3.7546032920327,3.93977210708796,3.8235712173893
9.4472991373716,8.91186715942111,9.21110702082003,8.70124957192433
10.4365810109747,10.4437044292001,10.4923234993493,9.96066762008171
11.5956053295317,11.5266932475714,11.4446379427825,11.2404054674687
8.49584821186672,7.72212192881403,7.74848109009711,7.94670532350628
8.48184384247936,8.87185503373571,9.00489385091434,9.06858167384329
8.26590697136943,8.6424595397762,8.76926951130506,8.890713576925
3.78645517856702,3.46051522589245,3.55621542453975,3.44139477028691
6.83588846459984,6.54041655368175,7.32971400830088,7.19053114416797
8.9208386970396,8.99759368684611,9.0597412002819,9.13187084379853
8.93981465443029,8.04363882217235,7.80023165480545,8.0878452607094
9.08522611331066,8.04090385890126,7.99941791323722,8.24029873847662
9.13657490349895,8.0659880560351,8.02698657736722,8.22064571957076
6.52194165353401,6.52232364759003,6.24120585411001,6.19096147183034
10.4051106523324,10.0450096927986,9.93168855821756,10.0550838607877
8.77451513325971,8.12229342348015,8.28723555146726,8.24103338691268
8.50383746762126,8.03506499636981,8.27491755411331,8.43064380159842
9.17377196404361,8.96854198375607,8.90160097621563,9.03889546176065
7.36397220609391,6.72521437284054,6.10202834983577,6.31584285664431
7.46974971479199,7.16443089995152,6.53955589161569,7.68771806133436
7.28041702098947,7.38644256680934,7.36639659860241,7.38074351272613
7.72380926429026,7.22274170793288,7.6791866966062,7.66586878943189
6.04525949862015,5.41985715393595,4.88546940315632,3.25
4.70634233757452,4.5831241765164,4.51732987824095,3.46043035434705
3.28271430017671,3.72162082760679,3.25771218422719,3.25
3.95611131641376,3.25,3.36468526597493,4.04045425903905
6.77605025384415,6.57410960034406,6.34752311822926,6.10546408208466
5.02475717927167,3.68510656003133,3.90261158284562,7.35609788236858
7.43583621403836,6.47527957017344,5.98633656977536,9.39231343122771
8.35114832568664,7.57634907939982,6.95938172081268,10.1235912986881
6.00202332419552,5.74717673073607,5.3267478529243,5.92267673374673
7.17708776628735,6.06917392159218,6.31881246895086,6.56765351361501
9.69287129727195,9.2087018536186,9.24292956863215,9.2261634498877
7.44365558593615,6.9728881239662,7.04689662654156,7.17797563528882
7.50160944321885,6.99930148295425,7.06949133796603,7.21082042208438
4.56358695069053,3.25,3.25,3.25
8.09617081745895,3.84788093054689,3.66331181432534,3.25
3.94496128476336,3.25,3.25,3.25
3.25,3.25,6.38859349721202,3.25
3.25,3.25,6.34246109052761,3.25
8.69212006139653,8.67373246634715,8.55090469416931,8.3013040937217
8.98768107416064,8.72483251654192,8.75522431549499,8.39045449547465
10.6404856723747,10.127538790699,10.0731583249088,10.2312472642743
10.6468599745331,10.117281683214,10.06494040724,10.2087821779428
7.35661501882749,6.40959661345837,6.16478914233657,7.23289475867515
3.27294258843727,3.25,3.25,3.25
6.52194165353402,3.25,3.25,3.25
4.80631189693525,4.44745881779141,4.55367590219514,4.38040161945024
4.20806105307192,3.25,3.25,3.25
6.75354378568395,3.65360318097096,3.25,3.763275744152
8.89604197287927,8.09228888587272,8.23534411073468,8.65796881555028
10.5779847935911,11.2646257289707,11.1933110195966,11.3799549256343
9.30549476136109,10.3417040945321,10.1686727149149,10.3809984379786
6.90918389039644,6.7774514427992,6.41069523063585,6.53218700129197
6.2877475103143,5.75959299510088,5.49635857101412,5.34506746098325
5.06002600221186,6.12132135836514,6.51801153284002,5.70757786597138
10.7601702386431,10.9001284693344,10.7987902247908,10.3737127865109
8.61840890115267,9.17259524230903,9.51211151352769,9.41382943722039
3.25,3.25,3.38646095288863,3.66732770041682
9.14618642824172,8.72836027705168,8.78496515066799,8.84869002101884
8.75178244934634,8.27186807210369,8.28203833305063,8.42424587758487
3.3394882039828,3.25,3.25,3.25
8.57418855728851,7.65120572596861,7.98752793594514,7.74279738911548
9.9455513741832,9.37032417443798,9.17940766761467,8.83865297545336
4.42995895528783,3.56076858350853,4.00509284481151,4.08131732169644
6.68173684123837,6.64460624683112,6.49645893794651,6.60236757980638
6.99221288540227,5.89143635753812,6.14679965171063,5.82826701024521
9.19122913514279,11.3862110270979,11.0496081247419,11.8153571388153
5.33860824282585,7.39722405444459,7.46537359930338,8.53779165070613
3.25,5.62605839270143,4.69291479981198,4.24787044171655
4.87561606568693,5.2451295544903,5.14609574102228,4.54417955030845
10.9358342635218,11.013102552021,10.9885302166067,10.5601548932707
6.02984601162479,5.56312053703322,4.83091668769066,5.63228898954854
6.9732293384225,3.25,3.25,3.25
11.7752145164421,11.8428590285579,11.8816711372099,11.7829505993384
5.02330596074935,5.61517631681401,4.94367019704019,4.47630483919769
8.85394320205898,8.30673037995297,8.51048943623484,8.09941599182205
7.4272291668244,6.61415584588835,7.24579460010294,6.77289954596539
7.02508210712142,8.48985792807724,8.54118731194103,8.32880752309386
8.31308980550237,8.00697937402024,8.15082134536199,8.02998631294323
11.0081022700657,9.66648668415514,8.64292432061879,5.23146788875362
12.3041018730028,12.1306591133003,12.2082501840889,12.135559480985
7.12563800252704,6.03114663936446,6.34475959954739,6.49883391176228
3.25262258205299,3.25,3.25,3.25
9.58069582676039,9.95351734024223,9.8204131133313,9.86943457827293
9.64461039847648,9.62308715624932,9.53699457515995,9.44164759678016
10.569443017994,10.4946404520786,10.4470988581446,10.2870445148035
5.23622752647164,5.21204812048669,5.18370167474129,5.40804291511553
5.94694423083044,6.29389246936179,6.41114095967493,5.89802590627275
5.31511449569498,5.52381876393627,5.75153247795316,5.16070415050846
4.40642223212974,4.46204457849214,4.70634309126024,4.35933926147296
5.90105581420587,7.97500579683968,8.02318177416286,7.25877077186007
9.03062727324656,9.68401179977229,9.7075361646186,9.21800504922122
6.27020574486638,6.83541401582406,6.49997836001117,5.90245784225015
7.79367574196222,6.93564408402965,6.87652300564968,7.01844203106713
7.37762640959835,6.52859112273161,6.536544401042,6.6058014613551
8.19507111489396,7.01782476791794,7.22065508803136,7.28434085686442
4.71128841892549,3.92513809698502,4.20499673324786,4.29315114933728
7.13805115103732,6.76142557588929,6.84873708554013,7.27286114262851
7.67515643905942,7.27885232056755,7.44288588944497,7.68028733766589
6.02343473706317,6.15160505245606,7.15565131967702,7.06048498303636
7.61242876397122,7.79163912599842,7.45948009048128,8.47104636618027
9.24940137249846,8.78609675008931,8.57754582367252,8.93413022496615
7.66186651857397,6.43322141288522,6.46367328185306,6.88888522462631
6.00066249909039,5.54459995218859,5.83506753782068,5.70384833134898
7.29411461776951,6.73983009755249,6.72257786772014,6.68872084439724
6.69900646650139,6.24596586259386,6.4370734329789,6.30622132162867
8.2934893819879,8.87543390474664,8.94971984324103,9.00062480310734
8.37779802469151,7.7789640103596,7.65212952132584,7.77252671756236
8.19623062826103,7.40820686463422,7.38064695193206,7.37542033898968
5.46563885989545,4.59277003714077,4.75762273880505,4.57672869025855
4.12348688278408,3.7618410755076,3.67904125711136,3.32939843033946
4.7568556813312,4.22589924112029,4.52921073486233,4.60631929554032
6.29100814701604,5.1741376409581,5.30528677956398,5.2117211926014
6.4796146250903,5.31106649428891,5.53472279505735,5.23387023462309
12.5850494818387,12.5813273651064,12.5828202621717,12.6065250328478
12.272928493031,12.1991401560235,12.2097095847813,12.191605746808
12.3757580827492,12.4039808568201,12.4436006860229,12.4245614577145
3.25,3.93240892128965,3.3421477087691,3.25
4.99398374322895,5.30452948651937,4.62732375459539,4.14072570793896
12.3409286143657,12.4251638403575,12.4407943892921,12.3625439328933
7.46338269120549,7.62311377983287,7.83150490557913,7.77575335513119
7.42626304626047,7.72700794533103,7.81322564874144,7.8603121177653
8.26864366749626,8.86309204337981,9.10537843423231,9.23493915667257
6.76018984981876,6.40768475530176,6.04183457444377,6.01386939277642
4.21306246033008,3.90664558864666,3.58187507086516,3.87402471362322
7.78246719071992,7.42630150607383,7.33970906024504,7.28109915264572
5.80778919238051,4.23787500007625,4.21890953507331,4.63801132488241
8.74725789701964,8.23245176097919,8.34015209178583,8.36360135668299
7.39999760379134,7.27911787396786,7.18385103329157,7.42898632918261
6.93086504578001,6.93011426474201,6.73403416860301,6.89966877939413
5.75332143031398,5.38086276792275,5.25119719882172,5.11478938460113
3.26892224285242,3.25,3.25,3.25
7.58327319427768,7.18344735439063,7.43775912311493,7.33482642319396
7.7860553279148,7.63324490464543,8.09703589523042,8.17785584347219
4.98890740623402,3.40397694522275,5.03587669133158,6.86750736874472
4.29644622509065,3.60599696920692,4.50090195012118,6.66587447372163
4.33798345052265,3.8724722592948,4.24621670978944,6.74048027690037
7.58583665401935,7.18769425324207,7.21234256816401,6.85000015193231
4.47737635202558,4.04447143430874,4.19366477692597,4.53534630287997
7.93021817116525,6.56330917580492,7.27828256960517,7.3760992614993
6.89808854022989,6.04548034470597,6.30605767231933,6.48868092244896
5.7666888744137,5.73232574916449,5.30703040373303,5.32347896263282
6.82882782523583,6.60156904334898,6.11029213762353,5.94231762633561
6.94130274330147,6.70697037538044,6.18901069790332,6.23489753697297
3.76768418251021,3.2865080494091,3.52548846532587,3.2865080494091
4.07462823729234,4.34493915238529,4.26026660987131,4.32697037104751
8.82224172847129,8.73313162385862,8.70354625305034,8.47308539109813
8.16205961637638,7.60997811880354,7.59568804832067,7.66849710707894
7.48499791631131,6.67995294378865,6.81245627944167,6.99062779788145
4.07332394197375,4.63829296316524,4.84509410466713,4.29526346256469
6.18778223515444,6.79956310002122,6.76068017534765,6.47202004769866
10.2818103560053,10.5953943137488,10.4289936866392,10.313277561067
7.76192884606112,7.70348072266207,7.8858224324007,7.66149778476356
8.3977779885411,7.98667676289869,8.19306127924055,8.17587557129731
7.15767036026212,6.40697149838017,6.42177895612068,6.45038830590832
7.74131303044225,7.12771833922101,6.97942545069626,7.16670452223471
7.12282008431042,3.69585066600482,3.68043621448174,3.52949687950693
5.79418656459858,5.63773148833608,6.82223154997757,10.3018415056616
7.78201702904796,7.01333815128468,6.74007393879407,6.78655365609832
6.62053849654944,6.17831948621488,6.46999554229321,6.51469514915763
8.90369100136378,8.52436282186451,8.58676758494898,8.47140874579311
6.61580310633944,6.11013816987646,6.1191832373696,6.69257291437143
4.0390533378607,5.23551569174963,4.77399155667112,5.26904839930549
8.10340010891514,7.34997101987354,7.0775787116606,6.90542105627822
7.58497273227355,7.0283729218973,6.73959272205362,6.54725573530048
8.25144413289256,7.48826474728263,7.23741775176416,7.078658861746
9.14552312210712,8.71473703470674,8.64383875757325,8.88237503007555
6.48301471302173,5.85172746187228,5.95575078948377,5.980143938816
9.16778625470285,8.95248681228011,9.15689027340923,9.05263803956783
9.84169026553053,9.63705130784281,9.84492966702426,9.64572484547985
9.52822511610867,9.33533888339671,9.55084327175948,9.36089912159138
7.54967422168676,7.69667676497932,7.60572406380948,7.71477250108852
8.77530222427153,8.54903672327096,8.3783961423254,8.26609761492171
6.74007393879408,6.00827508831516,5.62634369528719,6.02796855249448
7.41569758365025,7.99585509417443,8.1216576701394,7.83352365805504
9.65802708463891,10.2174601393028,10.2866452131289,10.2733412160928
10.4597152547532,10.9436611967007,11.0296243947492,11.0133364675967
9.59013008507909,8.88461054798897,8.96345954049318,9.05473188761892
3.25934635147655,3.25,3.25,3.38368432564035
10.4353279157104,10.1197798909859,10.1329821058055,10.2925631960286
10.4787915903851,10.1393694196643,10.1436474217805,10.3099273183133
5.81451815253972,5.59767092879787,5.63822355750717,5.72884750434306
8.42972534955324,7.83386412523654,7.84252516996571,8.04280351435492
5.98475586416164,5.66423291460686,5.61388596168839,6.06395520342877
8.54577551865576,7.43016480140824,7.43060362109687,7.69474862373813
3.44792648746582,3.36923606616212,3.25,3.25
5.52292453410295,3.25,3.37247627618787,3.47192821586058
9.88349356069002,9.73444938876852,9.69371339623007,9.84867420647815
7.04996576654952,6.87200010354555,6.79530614756969,7.12596224465503
7.88056452641352,6.92484972319303,6.72138733855127,7.02104877514529
7.00303034264798,6.12660774906851,6.08533677484981,6.30239333216554
3.55740243957568,3.25,3.25,3.25
8.53701748647637,8.49842093214139,8.73995528930583,8.87328712040652
5.78419471366987,5.34786599645348,4.9305840661918,4.91336394720529
7.70088155837925,7.0939398507797,7.01208458246409,7.07227382218206
7.01200230662706,8.52119498369629,8.55073474240972,8.43080520300205
6.24282528790495,6.80820158509345,6.96617093199371,6.80264493458412
12.5199793759344,12.6735071193604,12.5509623877534,12.5841748926991
6.1221889823902,4.65110076430307,4.18377065699858,3.44722202749395
9.72190237110291,9.36587930761817,9.43715560315646,9.34968217728282
10.038740538089,9.60220778434056,9.65400355999495,9.51055992569735
9.97270853720634,9.51925499716757,9.6111561593966,9.48645205900128
4.84720260531666,4.61830183683188,4.65748303806808,4.65821614815656
4.74936048001486,4.46085272112276,4.49150420139588,4.58888362502206
10.0303184743782,9.47104567719996,9.50096127911318,9.40208914945195
9.51939457028199,8.9797866708565,8.94357343148621,8.8438415600257
7.61394952056535,8.59767297886276,9.03569038056624,8.45174555419095
7.3639228799709,6.62511776996412,6.57710073468996,6.68417321619017
5.94490610139895,8.83797947555449,8.3894022192736,8.52096936949913
4.72188106672361,5.07239448669817,5.68273769423385,5.49654965689382
3.78951087836649,6.32006458995391,5.48773316883664,6.07460673430621
8.19600416984711,9.5706109212801,9.48847425907265,9.19594487532745
6.60962882341553,6.496797015922,6.76350097063894,6.624289971848
8.78647901609896,8.96124749855736,8.92815222969698,8.95595170312275
8.81298561455038,8.4435516711078,8.38234828803481,8.11580698148281
6.99959390796286,6.00191347295302,6.00752518129584,6.27719026277427
6.12198375553417,5.08319135722831,5.30913004924192,5.6552582809426
5.26808854555253,4.17749405451382,4.63408901095897,4.75939254633091
7.11674608818487,7.64186621149371,7.50731074315282,7.74989721398571
7.89668913416061,9.25492996864243,8.66432309274039,8.16305962855539
4.28139145416589,3.97422311216435,4.0422915015568,4.05123222080558
6.31552218644396,5.683604726688,5.70364736535098,5.72611815708195
7.85157228540141,7.19395626448552,7.1502579125177,6.89307466926669
9.40631771270733,9.26706708371794,9.42468718444218,9.53719442133312
9.48301999260187,9.52204842842633,9.50687594392959,9.7837605056056
6.58552412657691,5.81030373430075,5.96540842678471,6.13302721804544
6.28439301515416,4.84118677551211,5.48060412021877,5.65257511298519
8.85721286256652,9.55586011710678,10.2818103560053,9.60969855423393
9.82252154834821,9.52162967461415,9.6839630572835,9.45103604483202
6.64143960491354,6.07469018202692,6.2674651247214,6.67500828965579
5.74713187399133,5.86411855245926,5.6552582809426,5.95576738906153
4.34016239114769,3.2855901286187,4.12614174274013,4.93965618171789
8.28399206077439,8.15055464748201,8.19952223483287,8.21128908705626
6.99054865576909,5.45604163544073,3.78220185272019,3.60945506660034
3.98993576540142,3.27594183095216,3.60796890961741,3.59103483969384
9.76054819758424,9.42310701185176,9.41608574623038,9.38533911503916
8.62854373235459,8.42077215111849,8.63482764899878,8.58241160275102
4.76379293449699,4.45272362239471,4.51875597863815,4.40249974681191
8.92973949561799,9.83544886201302,9.42108626960908,10.1667023753681
8.97327754966126,9.82542744189865,9.41380633737783,10.1259504444447
9.37692978404193,8.77062449099226,8.70429083646784,8.78401001201843
4.98775979073374,4.89411801580181,4.64605319812433,4.83640679568694
8.6920175549809,8.84595017235946,9.07520297077726,9.0488729310399
6.49187773936781,5.96522671411019,6.74535974225272,6.57192937912921
7.22655177083999,6.41439532829244,6.46867478417562,6.51184976830753
3.91575497289581,3.58761767231536,3.74109253789512,3.44659213402824
8.11846313536892,7.76279678700129,7.71318025117045,7.99422174512988
6.29613580877437,6.90564852647548,7.27566104257752,7.8066896608678
9.13913490600675,9.58632610364051,9.82106287121429,9.66688354764882
6.11409655637993,4.71239638852269,5.93103469615041,6.32027492659618
5.2565165109718,3.40397694522275,4.11987655207703,4.55231919724517
8.4849349868977,9.23028461833587,9.28147048397324,9.64731929225651
9.77585177749572,9.69453579692552,9.50401863133859,9.83286784657382
6.72401831531132,6.56757029819926,6.71967009067537,6.72401831531132
6.63211599859398,6.17200617113345,6.54180153123959,6.56814652700288
6.07591726424817,5.88588115745831,6.22942282342373,6.1006229326363
5.5597243952341,5.34323158596781,5.76561608180212,5.58936597375134
9.38231772066233,7.63940391593793,6.92358577518078,7.08371048098831
9.63007770682941,9.4552327763655,9.5472995078071,8.47521251650587
8.9363149587227,8.98363834509791,8.80619733265163,8.00515099331438
9.14095326726722,9.67423815154176,9.66596336498915,9.77481132673087
9.24292811408455,9.7904150806403,9.77090621899395,9.88011789835077
3.58144358350865,3.50022324559972,3.42869112936638,3.67152150983315
9.94466230571225,9.73925775624113,9.73263568464327,9.66336988359142
7.60458218151484,6.82113096124652,6.97106191358582,6.97106191358582
7.95203452711248,7.00043904675502,6.98271044153825,6.67458466432611
7.22301681867204,6.66115878256786,6.57144479539443,6.08830599910914
9.17449511703147,9.45877992848542,9.60029110138621,9.37264033046284
3.80376993294833,3.25,3.25,3.25
7.0673961707942,6.97363782174959,6.97363782174959,6.71457768584714
6.61245661923079,6.58764607916696,6.53067843912637,6.25040698243074
7.64851384881761,7.7066529710292,7.76590812861113,7.48820466138446
6.78833488978413,4.71961903411462,4.68307059674136,6.01193310700257
3.25,3.25,3.8763346654318,3.25
8.12819558203208,7.63290738590024,7.63466133439403,7.98953218397456
4.03467481540285,3.45489197093062,3.86832067325281,3.65562247888181
3.27926378972515,3.25,3.25,3.25
5.70849840140986,4.67597517288042,5.44146572585139,5.24706465613315
7.92568339133944,7.41063563202689,7.37389271432754,7.38281189584811
8.06324621251383,6.9880192515589,7.01287411017331,7.20928886631647
